,SID,PID,LotFrontage,LotArea,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodel,Exterior1,BsmtFinSF1,BsmtFinSF2,CentralAir,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,SaleCondition,SalePrice,TotalSqftCalc,TotalBathCalc,CornerLotInd,FireplaceInd1,FireplaceInd2,FireplaceAdder1,FireplaceAdder2,CentralAirInd,BrickInd,VinylSidingInd,PoolInd,WoodDeckInd,PorchInd,QualityIndex,I2006,I2007,I2008,I2009,I2010,u,train
73,147,535175180,87,10725,Inside,NAmes,1Story,5,5,1959,1959,MetalSd,936,0,Y,1206,0,0,1,0,3,6,0,1,312,0,21,0,0,0,0,5,2010,Normal,108538,2142,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,25,0.0,0.0,0.0,0.0,1.0,0.7471468213479966,0.0
74,148,535179020,80,10032,Inside,NAmes,1Story,6,5,1959,1959,Wd Sdng,734,0,Y,1580,1,0,1,1,3,6,2,2,440,0,28,0,0,160,0,6,2010,Normal,159500,2314,2.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,1.0,0.4168015590403229,1.0
75,149,535180130,60,8382,Inside,NAmes,1.5Fin,4,5,1956,1956,MetalSd,0,0,Y,1337,0,0,1,0,3,5,0,1,263,0,0,0,0,0,0,2,2010,Normal,108000,1337,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,0.0,1.0,0.67581304628402,1.0
76,150,535302080,60,10950,Inside,NAmes,1Story,5,7,1952,1952,WdShing,339,0,Y,1064,0,1,1,0,2,4,0,1,318,0,0,0,0,0,0,5,2010,Normal,135000,1403,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,35,0.0,0.0,0.0,0.0,1.0,0.8754458928015083,0.0
77,151,535302200,119,10895,Corner,NAmes,1Story,5,6,1955,1955,MetalSd,648,0,Y,972,0,0,1,0,3,5,0,1,305,0,0,205,0,0,0,6,2010,Normal,122500,1620,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,1.0,0.7917635694611818,0.0
78,156,535350030,85,10200,Inside,NAmes,1Story,5,7,1954,2003,Wd Sdng,320,362,Y,1086,1,0,1,0,3,6,0,2,490,0,0,0,0,0,0,5,2010,Normal,144900,1768,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,35,0.0,0.0,0.0,0.0,1.0,0.12051874818280339,1.0
79,157,535350040,74,5868,Inside,NAmes,1Story,5,7,1956,2000,MetalSd,248,240,Y,936,1,0,1,0,2,4,0,1,308,0,0,80,0,160,0,5,2010,Normal,129000,1424,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,35,0.0,0.0,0.0,0.0,1.0,0.34917164826765656,1.0
80,161,535425010,96,11275,Corner,NAmes,SLvl,7,7,1967,2007,Wd Sdng,0,0,Y,2978,0,0,2,1,5,11,1,2,564,240,0,0,0,0,0,6,2010,Normal,242000,2978,2.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,49,0.0,0.0,0.0,0.0,1.0,0.41492305137217045,1.0
81,163,535453070,75,7500,Inside,NAmes,1Story,5,7,1959,1994,BrkFace,340,906,Y,1246,1,0,1,1,3,6,0,1,305,218,0,0,0,0,0,5,2010,Normal,154000,2492,2.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,35,0.0,0.0,0.0,0.0,1.0,0.9080150865484029,0.0
82,164,535454070,71,8520,Corner,NAmes,1.5Fin,5,4,1952,1952,BrkFace,507,0,Y,1385,0,0,2,0,4,6,0,2,720,0,0,0,0,0,0,6,2010,Normal,166000,1892,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,0.0,1.0,0.44918801519088447,1.0
83,165,535456110,60,7200,Corner,NAmes,1Story,5,7,1951,2000,Wd Sdng,234,486,Y,900,0,1,1,0,3,5,0,2,576,222,32,0,0,0,0,5,2010,Normal,134800,1620,1.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,35,0.0,0.0,0.0,0.0,1.0,0.667819949099794,1.0
84,166,535457010,87,10000,Corner,NAmes,1Story,6,6,1962,1962,Wd Sdng,0,0,Y,1116,0,0,1,1,3,5,0,2,440,0,0,0,0,385,0,2,2010,Normal,160000,1116,1.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,36,0.0,0.0,0.0,0.0,1.0,0.6074104281142354,1.0
85,167,535457090,81,7635,Corner,NAmes,1Story,5,6,1960,1960,BrkFace,588,350,Y,1175,0,0,1,1,3,6,0,2,484,0,0,0,0,0,0,6,2010,Normal,148000,2113,1.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,1.0,0.7921185202430934,0.0
86,168,535476350,80,9760,Inside,NAmes,1Story,6,7,1963,1984,Wd Sdng,717,263,Y,1395,1,0,1,0,2,7,1,2,440,657,0,113,0,240,0,5,2010,Normal,192000,2375,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,42,0.0,0.0,0.0,0.0,1.0,0.7962557175196707,0.0
87,169,535477020,70,7700,Inside,NAmes,2Story,6,5,1966,1966,MetalSd,0,0,Y,1839,0,0,1,1,4,7,1,2,442,0,124,216,0,0,0,6,2010,Normal,155000,1839,1.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,1.0,0.7854494764469564,0.0
88,174,902110090,69,5805,Inside,OldTown,1Story,5,7,1957,1957,MetalSd,274,1073,Y,1347,1,1,1,0,3,6,0,2,551,0,0,0,0,0,0,6,2010,Normal,143000,2694,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,35,0.0,0.0,0.0,0.0,1.0,0.3635081369429827,1.0
89,188,902402010,90,7407,Inside,OldTown,1Story,6,7,1957,1996,MetalSd,600,0,Y,1236,1,0,1,0,2,6,0,2,923,0,158,158,0,0,0,4,2010,Normal,149700,1836,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,42,0.0,0.0,0.0,0.0,1.0,0.1332871001213789,1.0
90,192,903204040,53,5830,Corner,BrkSide,1.5Fin,5,6,1950,1997,MetalSd,788,0,Y,1612,0,0,1,1,3,7,0,1,363,0,0,0,0,0,0,3,2010,Normal,128500,2400,1.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,1.0,0.17918839724734426,1.0
91,210,904101110,100,15263,Inside,ClearCr,1Story,5,5,1959,1959,HdBoard,766,0,Y,1675,0,0,2,0,3,8,2,1,365,0,132,0,0,0,0,5,2010,Normal,173000,2441,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,25,0.0,0.0,0.0,0.0,1.0,0.08017361583188176,1.0
92,221,905104210,70,8521,FR2,Sawyer,1Story,5,5,1967,1967,HdBoard,842,0,Y,912,0,0,1,0,3,5,1,1,336,0,0,0,0,0,0,5,2010,Normal,125000,1754,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,25,0.0,0.0,0.0,0.0,1.0,0.8480124662164599,0.0
93,223,905105200,65,7800,Inside,Sawyer,1Story,5,7,1966,2008,HdBoard,240,474,Y,892,1,0,1,0,3,5,0,1,416,0,0,0,0,0,0,6,2010,Normal,137900,1606,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,35,0.0,0.0,0.0,0.0,1.0,0.9100116624031216,0.0
94,224,905106140,80,9364,Corner,Sawyer,2Story,6,7,1969,1969,HdBoard,371,0,Y,1352,0,0,1,1,4,7,0,1,299,379,36,0,0,0,0,3,2010,Normal,158000,1723,1.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,42,0.0,0.0,0.0,0.0,1.0,0.6206429309677333,1.0
95,225,905106170,65,7832,Inside,Sawyer,1Story,5,5,1968,1968,HdBoard,775,0,Y,864,1,0,1,0,2,4,0,1,280,226,0,0,0,0,0,5,2010,Normal,137250,1639,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,25,0.0,0.0,0.0,0.0,1.0,0.3924795677885413,1.0
96,227,905107250,86,11227,Inside,Sawyer,2Story,5,5,1968,1968,HdBoard,267,453,Y,1440,0,0,1,1,4,7,2,2,480,192,38,0,0,0,0,3,2010,Normal,163000,2160,1.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,25,0.0,0.0,0.0,0.0,1.0,0.9824347458779812,0.0
97,229,905109130,80,14000,Inside,ClearCr,2Story,7,5,1996,1997,Wd Sdng,1201,0,Y,2260,1,0,2,1,3,7,0,2,533,296,44,0,0,0,0,4,2010,Normal,328000,3461,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,35,0.0,0.0,0.0,0.0,1.0,0.4017719426192343,1.0
98,232,905202090,60,9600,Inside,Sawyer,1Story,4,7,1950,1995,VinylSd,442,0,Y,1067,0,0,2,0,2,4,0,2,436,290,0,0,0,0,0,2,2010,Normal,128000,1509,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,28,0.0,0.0,0.0,0.0,1.0,0.35780294705182314,1.0
99,237,905426200,65,11479,Inside,Edwards,1Story,6,7,1950,1987,Wd Sdng,104,387,Y,1074,1,0,1,0,3,6,1,1,467,0,52,52,0,0,0,6,2010,Normal,144500,1565,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,42,0.0,0.0,0.0,0.0,1.0,0.14356973255053163,1.0
100,238,905451320,68,9571,Inside,Edwards,1Story,5,6,1956,1956,Wd Sdng,739,0,Y,1144,1,0,1,0,3,6,0,1,596,44,0,0,0,0,0,6,2010,Normal,129000,1883,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,30,0.0,0.0,0.0,0.0,1.0,0.21057938877493143,1.0
101,240,905452160,75,9525,Inside,Edwards,1Story,5,7,1954,1998,WdShing,954,0,Y,1172,1,0,1,0,3,5,0,1,366,240,0,0,0,0,0,6,2010,Normal,128000,2126,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,35,0.0,0.0,0.0,0.0,1.0,0.21082358248531818,1.0
102,241,905453040,83,10420,Corner,Edwards,1Story,6,5,2009,2009,VinylSd,36,0,Y,1212,0,0,2,0,3,6,0,2,460,100,22,0,0,0,0,3,2010,Normal,186000,1248,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,30,0.0,0.0,0.0,0.0,1.0,0.27110924175940454,1.0
103,245,906201030,77,9206,Inside,SawyerW,2Story,6,5,1985,1985,HdBoard,0,0,Y,1732,0,0,2,1,3,7,1,2,476,192,46,0,0,0,0,6,2010,Normal,178000,1732,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,30,0.0,0.0,0.0,0.0,1.0,0.35070609976537526,1.0
104,246,906201120,83,11980,Inside,SawyerW,1Story,7,5,1987,1987,Plywood,1433,0,Y,1433,1,0,1,1,1,4,2,2,528,0,278,0,0,266,0,6,2010,Normal,270000,2866,2.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,35,0.0,0.0,0.0,0.0,1.0,0.927194484276697,0.0
105,247,906204230,87,12361,CulDSac,SawyerW,2Story,6,7,1993,1993,VinylSd,860,0,Y,1802,0,1,2,1,3,8,1,4,1017,450,92,0,0,0,0,5,2010,Normal,218000,2662,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,42,0.0,0.0,0.0,0.0,1.0,0.10445067728869617,1.0
106,248,906223090,80,9938,Inside,SawyerW,2Story,7,5,1993,1994,MetalSd,750,0,Y,1949,1,0,2,1,3,8,1,2,574,156,90,0,0,0,0,6,2010,Normal,236000,2699,3.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,35,0.0,0.0,0.0,0.0,1.0,0.36974945617839694,1.0
107,249,906225210,73,9069,Inside,SawyerW,SFoyer,6,6,1992,1992,HdBoard,747,0,Y,996,1,0,1,0,2,5,0,2,564,120,0,0,0,0,0,4,2010,Normal,147000,1743,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,36,0.0,0.0,0.0,0.0,1.0,0.05358286644332111,1.0
108,250,906378100,64,10475,Corner,CollgCr,1Story,8,5,2008,2008,VinylSd,0,0,Y,1694,0,0,2,0,3,7,0,3,776,160,33,0,0,0,0,2,2010,Normal,245350,1694,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,40,0.0,0.0,0.0,0.0,1.0,0.38265630998648703,1.0
109,251,906380190,64,6762,Inside,CollgCr,1Story,7,5,2006,2006,VinylSd,686,0,Y,1208,1,0,2,0,2,6,0,2,632,105,61,0,0,0,0,2,2010,Normal,206000,1894,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,35,0.0,0.0,0.0,0.0,1.0,0.9504937275778502,0.0
110,252,906385010,94,10402,Corner,CollgCr,1Story,7,5,2009,2009,VinylSd,0,0,Y,1226,0,0,2,0,3,6,0,3,740,0,36,0,0,0,0,5,2010,Normal,198900,1226,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,35,0.0,0.0,0.0,0.0,1.0,0.1770215865690261,1.0
111,253,906385020,64,7360,Inside,CollgCr,1Story,7,5,2010,2010,VinylSd,24,0,Y,1222,0,0,2,0,2,6,0,2,615,0,54,0,0,0,0,3,2010,Normal,187000,1246,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,35,0.0,0.0,0.0,0.0,1.0,0.32264783629216254,1.0
112,254,906402200,90,12376,Corner,SawyerW,2Story,7,5,1990,1990,Plywood,1470,0,Y,3222,1,0,3,0,5,11,2,3,594,367,0,0,0,0,0,5,2010,Normal,320000,4692,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,35,0.0,0.0,0.0,0.0,1.0,0.21275048004463315,1.0
113,256,906477110,80,8816,Inside,ClearCr,SLvl,6,7,1971,1971,HdBoard,504,0,Y,1052,1,0,1,0,3,6,0,2,440,0,0,0,0,0,0,6,2010,Normal,155000,1556,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,42,0.0,0.0,0.0,0.0,1.0,0.2521461476571858,1.0
114,257,907125090,82,11105,Corner,CollgCr,SFoyer,5,5,1996,1996,VinylSd,870,0,Y,965,1,0,1,0,2,4,0,2,580,71,0,0,0,0,0,7,2010,Normal,159000,1835,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,25,0.0,0.0,0.0,0.0,1.0,0.5474587476346642,1.0
115,259,907185060,70,8750,Inside,CollgCr,2Story,6,5,1998,1998,VinylSd,505,0,Y,1682,0,0,2,1,3,7,0,2,523,0,77,0,0,0,0,6,2010,Normal,200500,2187,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,1.0,0.36231383914127946,1.0
116,260,907200280,38,15240,FR2,CollgCr,1Story,5,8,1977,2004,CemntBd,198,688,Y,1026,1,0,1,1,3,5,0,1,308,316,85,0,0,0,0,6,2010,Normal,150000,1912,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,40,0.0,0.0,0.0,0.0,1.0,0.3785166011657566,1.0
117,262,907200340,75,10650,Corner,CollgCr,1Story,5,6,1976,1976,HdBoard,182,712,Y,894,1,0,1,0,3,5,0,1,308,365,0,0,0,0,0,2,2010,Normal,128200,1788,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,30,0.0,0.0,0.0,0.0,1.0,0.31352358660660684,1.0
118,263,907203070,68,7480,Inside,CollgCr,1Story,5,6,1972,1972,Wd Sdng,480,0,Y,876,1,0,1,0,3,5,0,2,484,0,0,0,0,0,0,6,2010,Normal,127000,1356,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,1.0,0.11337269702926278,1.0
119,264,907250030,80,10389,Inside,CollgCr,1Story,8,5,2003,2003,CemntBd,1682,0,Y,1978,1,0,2,1,3,8,1,3,850,188,25,0,0,0,0,5,2010,Normal,318000,3660,3.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,40,0.0,0.0,0.0,0.0,1.0,0.4914874096866697,1.0
120,266,907262050,44,9548,CulDSac,CollgCr,2Story,7,6,2003,2003,VinylSd,483,0,Y,1829,1,0,2,1,3,7,1,2,613,192,39,0,0,0,0,1,2010,Normal,237000,2312,3.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,42,0.0,0.0,0.0,0.0,1.0,0.6190099527593702,1.0
121,267,907280040,75,9375,Inside,CollgCr,2Story,7,5,1997,1997,VinylSd,0,0,Y,2098,0,0,2,1,4,9,1,2,621,331,38,0,0,0,0,4,2010,Normal,240000,2098,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,35,0.0,0.0,0.0,0.0,1.0,0.0408099249470979,1.0
122,268,907290040,48,12137,CulDSac,CollgCr,1Story,7,5,1998,1998,VinylSd,0,0,Y,1661,0,0,2,0,3,6,0,2,598,0,34,0,0,0,0,5,2010,Normal,224900,1661,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,35,0.0,0.0,0.0,0.0,1.0,0.20314366975799203,1.0
123,271,907401090,48,10635,FR2,CollgCr,1Story,8,5,2003,2003,VinylSd,370,972,Y,1668,1,0,2,0,3,8,1,2,502,0,262,0,0,0,0,5,2010,Normal,232000,3010,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,40,0.0,0.0,0.0,0.0,1.0,0.13369412394240499,1.0
124,272,907410080,70,8400,Inside,CollgCr,1Story,7,5,2004,2005,VinylSd,712,0,Y,1484,1,0,2,0,3,7,0,2,606,0,35,0,144,0,0,5,2010,Normal,213000,2196,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,35,0.0,0.0,0.0,0.0,1.0,0.3960027922876179,1.0
125,273,907414030,65,8773,FR2,CollgCr,1Story,7,5,2004,2004,VinylSd,24,0,Y,1414,0,0,2,0,3,6,0,2,494,132,105,0,0,0,0,5,2010,Normal,185500,1438,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,35,0.0,0.0,0.0,0.0,1.0,0.6960870875045657,1.0
126,277,908102170,60,10044,CulDSac,Edwards,1Story,5,6,1968,1968,MetalSd,1070,0,Y,1196,1,0,1,0,3,6,0,1,336,257,0,168,0,0,0,6,2010,Normal,144000,2266,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,30,0.0,0.0,0.0,0.0,1.0,0.4985975387971848,1.0
127,279,908103350,65,6305,Inside,Edwards,SLvl,6,6,1975,1975,Plywood,528,0,Y,1096,1,0,1,0,3,5,1,1,352,0,0,0,0,0,0,6,2010,Normal,125200,1624,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,36,0.0,0.0,0.0,0.0,1.0,0.29307049978524446,1.0
128,281,908203100,64,6410,Inside,Edwards,1Story,4,5,1958,1958,WdShing,0,0,Y,960,0,0,1,0,3,5,0,0,0,0,0,0,0,0,0,5,2010,Normal,90000,960,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,0.0,1.0,0.04024806013330817,1.0
129,282,908208020,80,8546,Corner,Edwards,1Story,4,5,2003,2004,VinylSd,0,0,Y,1121,0,0,2,0,2,5,0,2,440,132,64,0,0,0,0,3,2010,Normal,140000,1121,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,20,0.0,0.0,0.0,0.0,1.0,0.3352025190833956,1.0
130,285,908275300,68,8562,Inside,Edwards,1Story,5,6,1957,2002,HdBoard,383,0,Y,1526,0,0,1,0,4,7,1,1,364,116,78,0,0,0,0,5,2010,Normal,144500,1909,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,30,0.0,0.0,0.0,0.0,1.0,0.1175229495856911,1.0
131,297,909428280,100,17500,Inside,Crawfor,1Story,7,8,1959,2002,BrkFace,1406,0,Y,1902,1,0,2,0,3,7,2,2,567,0,207,162,0,0,0,5,2010,Normal,335000,3308,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,56,0.0,0.0,0.0,0.0,1.0,0.766340707661584,0.0
132,298,909452114,85,19645,FR2,Crawfor,SLvl,7,6,1994,2007,VinylSd,343,0,Y,1652,1,0,2,1,3,6,0,2,473,0,0,0,0,0,0,6,2010,Normal,203135,1995,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,42,0.0,0.0,0.0,0.0,1.0,0.36349297408014536,1.0
133,301,909475140,100,15602,Inside,Crawfor,1Story,7,8,1959,1997,BrkFace,1247,0,Y,1801,1,0,2,0,1,6,2,2,484,0,54,0,0,161,0,3,2010,Normal,289000,3048,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,56,0.0,0.0,0.0,0.0,1.0,0.36807087738998234,1.0
134,310,914467040,85,11050,Inside,Mitchel,2Story,8,5,1998,1999,VinylSd,615,0,Y,1916,1,0,2,1,3,8,1,3,741,0,70,0,0,0,0,5,2010,Normal,254900,2531,3.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,40,0.0,0.0,0.0,0.0,1.0,0.29303477122448385,1.0
135,311,914475090,74,9620,Inside,Mitchel,SLvl,6,7,1977,1977,Plywood,679,0,Y,1285,0,1,2,0,3,6,1,2,473,375,26,0,0,0,0,5,2010,Normal,190000,1964,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,42,0.0,0.0,0.0,0.0,1.0,0.6817617334891111,1.0
136,312,914476520,129,9196,Inside,Mitchel,1Story,7,5,2003,2003,VinylSd,0,0,Y,1560,0,0,2,0,3,7,0,2,573,100,150,0,0,0,0,4,2010,Normal,201000,1560,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,35,0.0,0.0,0.0,0.0,1.0,0.12682708026841283,1.0
137,316,916386010,88,11896,Corner,Timber,1Story,7,5,2008,2008,VinylSd,78,0,Y,1346,1,0,2,0,3,6,1,3,660,100,48,0,0,0,0,5,2010,Normal,220000,1424,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,35,0.0,0.0,0.0,0.0,1.0,0.21750700566917658,1.0
138,318,916386060,73,9802,Inside,Timber,2Story,5,5,2006,2007,VinylSd,0,0,Y,1444,0,0,2,1,3,7,0,2,400,100,0,0,0,0,0,4,2010,Normal,174000,1444,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,25,0.0,0.0,0.0,0.0,1.0,0.69459467404522,1.0
139,320,916455170,80,11316,Corner,Timber,2Story,7,5,2002,2003,VinylSd,624,0,Y,1894,1,0,2,1,4,8,1,2,510,0,40,0,0,0,0,2,2010,Normal,214900,2518,3.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,35,0.0,0.0,0.0,0.0,1.0,0.6455279691144824,1.0
140,321,916475110,85,14191,Inside,Timber,2Story,8,5,2002,2002,VinylSd,0,0,Y,1908,0,0,2,1,4,9,0,2,431,135,0,0,0,0,0,4,2010,Normal,202900,1908,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,40,0.0,0.0,0.0,0.0,1.0,0.25596831925213337,1.0
141,322,921128020,89,13214,Inside,Timber,1Story,9,5,2008,2009,Stucco,0,0,Y,2018,0,0,2,0,3,10,1,3,746,144,76,0,0,0,0,5,2010,Normal,378500,2018,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,45,0.0,0.0,0.0,0.0,1.0,0.35586632415652275,1.0
142,323,923201020,85,15300,Inside,Mitchel,1Story,5,5,1965,1977,Plywood,42,0,Y,1264,1,0,1,0,2,7,1,2,528,0,0,0,0,0,0,6,2010,Normal,169000,1306,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,25,0.0,0.0,0.0,0.0,1.0,0.020203806227073073,1.0
143,324,923202105,93,10114,Inside,Mitchel,1Story,5,5,2004,2005,VinylSd,0,0,Y,1430,0,0,2,0,3,7,0,2,624,0,0,0,0,0,0,3,2010,Normal,173500,1430,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,25,0.0,0.0,0.0,0.0,1.0,0.43748482526279986,1.0
144,334,923230190,50,6953,Inside,Mitchel,1Story,5,7,1971,2004,VinylSd,469,0,Y,874,0,0,1,0,3,5,0,1,352,0,0,0,0,0,0,6,2010,Normal,130000,1343,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,35,0.0,0.0,0.0,0.0,1.0,0.8900079354643822,0.0
145,336,923276030,76,12887,Inside,Mitchel,1Story,5,7,1984,1984,VinylSd,207,590,Y,833,1,0,1,0,2,5,0,2,495,431,0,0,0,0,0,4,2010,Normal,149900,1630,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,35,0.0,0.0,0.0,0.0,1.0,0.22315756790339947,1.0
146,338,923426070,63,10475,Inside,Mitchel,2Story,5,5,1991,1991,HdBoard,458,0,Y,1274,0,0,1,1,3,6,0,2,576,22,0,0,0,0,0,3,2010,Normal,136000,1732,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,25,0.0,0.0,0.0,0.0,1.0,0.025627796538174152,1.0
147,339,924100050,68,10544,Inside,Mitchel,1.5Fin,5,5,1969,1969,HdBoard,476,0,Y,1479,0,0,2,0,5,8,0,1,275,287,0,280,0,0,0,4,2010,Normal,161000,1955,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,25,0.0,0.0,0.0,0.0,1.0,0.7757214091252536,0.0
